[ INFO] 2017-08-10 13:53:05,018 [] [] FTP server started
[ INFO] 2017-08-10 14:01:13,068 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:01:13,199 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:01:57,479 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:01:57,479 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:01:57,495 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:02:07,395 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:02:07,395 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:02:11,170 [123] [10.10.10.10] RECEIVED: PASS
[ WARN] 2017-08-10 14:02:11,170 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 14:02:11,686 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 14:02:11,686 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:02:11,818 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:02:23,496 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:02:23,496 [123] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:02:23,496 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:02:39,508 [123] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:02:39,509 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:02:45,275 [123] [10.10.10.10] RECEIVED: PASS *****
[ WARN] 2017-08-10 14:02:45,275 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 14:02:45,776 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 14:02:45,776 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:02:45,912 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:04:34,594 [] [] FTP server started
[ INFO] 2017-08-10 14:04:51,583 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:04:51,598 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:04:51,614 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:04:53,818 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:04:53,818 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:04:54,803 [123] [10.10.10.10] RECEIVED: PASS
[ WARN] 2017-08-10 14:04:54,819 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 14:04:55,320 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 14:04:55,320 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:04:55,457 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:05:47,194 [] [] FTP server started
[ INFO] 2017-08-10 14:06:03,999 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:06:04,015 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:06:04,015 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:06:05,987 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:06:05,987 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:06:07,121 [123] [10.10.10.10] RECEIVED: PASS
[ WARN] 2017-08-10 14:06:07,121 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 14:06:07,622 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 14:06:07,622 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:06:07,775 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:07:05,214 [] [] FTP server started
[ INFO] 2017-08-10 14:07:27,800 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:07:27,816 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:07:27,816 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:07:30,506 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:07:30,506 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:07:32,474 [123] [10.10.10.10] RECEIVED: PASS *****
[ WARN] 2017-08-10 14:07:32,474 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 14:07:32,975 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 14:07:32,975 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:07:33,213 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:07:41,964 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:07:41,964 [123] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:07:41,979 [123] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:07:43,267 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:07:43,267 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:07:43,883 [123] [10.10.10.10] RECEIVED: PASS
[ WARN] 2017-08-10 14:07:43,883 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 14:07:44,384 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 14:07:44,384 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:07:44,522 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:11:02,908 [] [] FTP server started
[ INFO] 2017-08-10 14:11:39,313 [] [] FTP server started
[ INFO] 2017-08-10 14:12:39,600 [] [] FTP server started
[ INFO] 2017-08-10 14:13:54,571 [] [] FTP server started
[ INFO] 2017-08-10 14:14:37,014 [] [] FTP server started
[ INFO] 2017-08-10 14:14:44,291 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:14:44,307 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:14:44,307 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:14:46,195 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:14:46,195 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:14:48,183 [123] [10.10.10.10] RECEIVED: PASS *****
[ WARN] 2017-08-10 14:14:48,199 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 14:14:48,701 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 14:14:48,701 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:14:48,838 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:15:13,209 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:15:13,209 [123] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:15:13,209 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:15:14,826 [123] [10.10.10.10] RECEIVED: USER qewew
[ INFO] 2017-08-10 14:15:14,826 [qewew] [10.10.10.10] SENT: 331 User name okay, need password for qewew.

[ INFO] 2017-08-10 14:15:26,319 [qewew] [10.10.10.10] RECEIVED: PASS *****
[ WARN] 2017-08-10 14:15:26,319 [qewew] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 14:15:26,819 [qewew] [10.10.10.10] Login failure - qewew
[ INFO] 2017-08-10 14:15:26,820 [qewew] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 14:15:26,951 [qewew] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:18:41,702 [] [] FTP server started
[ INFO] 2017-08-10 14:18:56,755 [] [] FTP server started
[ INFO] 2017-08-10 14:20:23,987 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:20:23,987 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:20:24,003 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:20:26,361 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:20:26,361 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:20:28,613 [123] [10.10.10.10] RECEIVED: PASS *****
[ INFO] 2017-08-10 14:20:28,681 [123] [10.10.10.10] Login success - 123
[ INFO] 2017-08-10 14:20:28,681 [123] [10.10.10.10] SENT: 230 User logged in, proceed.

[ INFO] 2017-08-10 14:20:28,713 [123] [10.10.10.10] RECEIVED: REST 100
[ INFO] 2017-08-10 14:20:28,729 [123] [10.10.10.10] SENT: 350 Restarting at 100. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 14:20:28,734 [123] [10.10.10.10] RECEIVED: REST 0
[ INFO] 2017-08-10 14:20:28,734 [123] [10.10.10.10] SENT: 350 Restarting at 0. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 14:20:36,866 [123] [10.10.10.10] RECEIVED: SIZE tak.txt
[ INFO] 2017-08-10 14:20:36,866 [123] [10.10.10.10] SENT: 550 /tak.txt: No such file or directory.

[ INFO] 2017-08-10 14:20:36,882 [123] [10.10.10.10] RECEIVED: PORT 10,10,10,10,205,195
[ INFO] 2017-08-10 14:20:36,882 [123] [10.10.10.10] SENT: 200 Command PORT okay.

[ INFO] 2017-08-10 14:20:36,913 [123] [10.10.10.10] RECEIVED: RETR tak.txt
[ INFO] 2017-08-10 14:20:36,913 [123] [10.10.10.10] SENT: 550 /tak.txt: No such file or directory.

[ INFO] 2017-08-10 14:20:52,101 [123] [10.10.10.10] RECEIVED: QUIT
[ INFO] 2017-08-10 14:20:52,101 [123] [10.10.10.10] SENT: 221 Goodbye.

[ INFO] 2017-08-10 14:20:52,101 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:21:29,877 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:21:29,877 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:21:29,877 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:21:36,118 [] [10.10.10.10] RECEIVED: USER
[ INFO] 2017-08-10 14:21:36,133 [] [10.10.10.10] SENT: 501 Syntax error in parameters or arguments.

[ INFO] 2017-08-10 14:21:36,133 [] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 14:21:53,383 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 14:21:53,383 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 14:21:53,383 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 14:21:54,521 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 14:21:54,521 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 14:21:57,426 [123] [10.10.10.10] RECEIVED: PASS *****
[ INFO] 2017-08-10 14:21:57,426 [123] [10.10.10.10] Login success - 123
[ INFO] 2017-08-10 14:21:57,426 [123] [10.10.10.10] SENT: 230 User logged in, proceed.

[ INFO] 2017-08-10 14:21:57,489 [123] [10.10.10.10] RECEIVED: REST 100
[ INFO] 2017-08-10 14:21:57,489 [123] [10.10.10.10] SENT: 350 Restarting at 100. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 14:21:57,526 [123] [10.10.10.10] RECEIVED: REST 0
[ INFO] 2017-08-10 14:21:57,526 [123] [10.10.10.10] SENT: 350 Restarting at 0. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 14:22:07,570 [123] [10.10.10.10] RECEIVED: ALLO 585
[ INFO] 2017-08-10 14:22:07,570 [123] [10.10.10.10] SENT: 502 Command ALLO not implemented.

[ INFO] 2017-08-10 14:22:07,617 [123] [10.10.10.10] RECEIVED: PORT 10,10,10,10,196,43
[ INFO] 2017-08-10 14:22:07,633 [123] [10.10.10.10] SENT: 200 Command PORT okay.

[ INFO] 2017-08-10 14:22:07,686 [123] [10.10.10.10] RECEIVED: STOR vrpcfg.zip
[ INFO] 2017-08-10 14:22:07,802 [123] [10.10.10.10] File uploaded /vrpcfg.zip
[ INFO] 2017-08-10 14:22:07,802 [123] [10.10.10.10] SENT: 150 File status okay; about to open data connection.

[ INFO] 2017-08-10 14:22:07,802 [123] [10.10.10.10] SENT: 226 Transfer complete.

[ INFO] 2017-08-10 14:22:58,969 [123] [10.10.10.10] RECEIVED: SIZE test.zip
[ INFO] 2017-08-10 14:22:58,969 [123] [10.10.10.10] SENT: 213 592

[ INFO] 2017-08-10 14:22:58,985 [123] [10.10.10.10] RECEIVED: PORT 10,10,10,10,210,162
[ INFO] 2017-08-10 14:22:58,985 [123] [10.10.10.10] SENT: 200 Command PORT okay.

[ INFO] 2017-08-10 14:22:59,000 [123] [10.10.10.10] RECEIVED: RETR test.zip
[ INFO] 2017-08-10 14:22:59,016 [123] [10.10.10.10] File downloaded /test.zip
[ INFO] 2017-08-10 14:22:59,016 [123] [10.10.10.10] SENT: 150 File status okay; about to open data connection.

[ INFO] 2017-08-10 14:22:59,016 [123] [10.10.10.10] SENT: 226 Transfer complete.

[ INFO] 2017-08-10 14:23:08,978 [123] [10.10.10.10] RECEIVED: PORT 10,10,10,10,195,42
[ INFO] 2017-08-10 14:23:08,978 [123] [10.10.10.10] SENT: 200 Command PORT okay.

[ INFO] 2017-08-10 14:23:09,009 [123] [10.10.10.10] RECEIVED: LIST
[ INFO] 2017-08-10 14:23:09,077 [123] [10.10.10.10] SENT: 150 File status okay; about to open data connection.

[ INFO] 2017-08-10 14:23:09,077 [123] [10.10.10.10] SENT: 226 Closing data connection.

[ INFO] 2017-08-10 14:23:16,079 [123] [10.10.10.10] RECEIVED: QUIT
[ INFO] 2017-08-10 14:23:16,079 [123] [10.10.10.10] SENT: 221 Goodbye.

[ INFO] 2017-08-10 14:23:16,079 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 15:06:11,071 [] [] FTP server started
[ INFO] 2017-08-10 15:06:33,062 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 15:06:33,062 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 15:06:33,078 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 15:06:37,169 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 15:06:37,169 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 15:06:39,489 [123] [10.10.10.10] RECEIVED: PASS *****
[ INFO] 2017-08-10 15:06:39,489 [123] [10.10.10.10] Login success - 123
[ INFO] 2017-08-10 15:06:39,489 [123] [10.10.10.10] SENT: 230 User logged in, proceed.

[ INFO] 2017-08-10 15:06:39,520 [123] [10.10.10.10] RECEIVED: REST 100
[ INFO] 2017-08-10 15:06:39,536 [123] [10.10.10.10] SENT: 350 Restarting at 100. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 15:06:39,536 [123] [10.10.10.10] RECEIVED: REST 0
[ INFO] 2017-08-10 15:06:39,536 [123] [10.10.10.10] SENT: 350 Restarting at 0. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 15:06:46,428 [123] [10.10.10.10] RECEIVED: QUIT
[ INFO] 2017-08-10 15:06:46,428 [123] [10.10.10.10] SENT: 221 Goodbye.

[ INFO] 2017-08-10 15:06:46,428 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 15:17:01,106 [] [] FTP server started
[ INFO] 2017-08-10 15:19:02,478 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 15:19:02,478 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 15:19:02,509 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 15:19:05,528 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 15:19:05,528 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 15:19:07,809 [123] [10.10.10.10] RECEIVED: PASS *****
[ INFO] 2017-08-10 15:19:07,809 [123] [10.10.10.10] Login success - 123
[ INFO] 2017-08-10 15:19:07,809 [123] [10.10.10.10] SENT: 230 User logged in, proceed.

[ INFO] 2017-08-10 15:19:07,856 [123] [10.10.10.10] RECEIVED: REST 100
[ INFO] 2017-08-10 15:19:07,874 [123] [10.10.10.10] SENT: 350 Restarting at 100. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 15:19:07,874 [123] [10.10.10.10] RECEIVED: REST 0
[ INFO] 2017-08-10 15:19:07,874 [123] [10.10.10.10] SENT: 350 Restarting at 0. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 15:19:43,444 [123] [10.10.10.10] RECEIVED: QUIT
[ INFO] 2017-08-10 15:19:43,448 [123] [10.10.10.10] SENT: 221 Goodbye.

[ INFO] 2017-08-10 15:19:43,448 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 15:19:51,987 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 15:19:52,003 [123] [10.10.10.10] OPENED
[ INFO] 2017-08-10 15:19:52,005 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 15:19:53,610 [123] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 15:19:53,611 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 15:19:55,195 [123] [10.10.10.10] RECEIVED: PASS *****
[ INFO] 2017-08-10 15:19:55,195 [123] [10.10.10.10] Login success - 123
[ INFO] 2017-08-10 15:19:55,195 [123] [10.10.10.10] SENT: 230 User logged in, proceed.

[ INFO] 2017-08-10 15:19:55,232 [123] [10.10.10.10] RECEIVED: REST 100
[ INFO] 2017-08-10 15:19:55,232 [123] [10.10.10.10] SENT: 350 Restarting at 100. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 15:19:55,232 [123] [10.10.10.10] RECEIVED: REST 0
[ INFO] 2017-08-10 15:19:55,232 [123] [10.10.10.10] SENT: 350 Restarting at 0. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 15:19:59,872 [123] [10.10.10.10] RECEIVED: QUIT
[ INFO] 2017-08-10 15:19:59,872 [123] [10.10.10.10] SENT: 221 Goodbye.

[ INFO] 2017-08-10 15:19:59,872 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 15:39:25,147 [] [] FTP server started
[ INFO] 2017-08-10 15:40:08,998 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 15:40:08,998 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 15:40:09,014 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 15:40:11,921 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 15:40:11,921 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 15:40:13,239 [123] [10.10.10.10] RECEIVED: PASS *****
[ WARN] 2017-08-10 15:40:13,239 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 15:40:13,740 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 15:40:13,741 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 15:40:13,878 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 15:40:44,806 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 15:40:44,822 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 15:40:44,822 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 15:40:47,045 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 15:40:47,045 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 15:40:48,664 [123] [10.10.10.10] RECEIVED: PASS *****
[ WARN] 2017-08-10 15:40:48,664 [123] [10.10.10.10] User failed to log in
[ WARN] 2017-08-10 15:40:49,165 [123] [10.10.10.10] Login failure - 123
[ INFO] 2017-08-10 15:40:49,165 [123] [10.10.10.10] SENT: 530 Authentication failed.

[ INFO] 2017-08-10 15:40:49,296 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-10 15:42:07,600 [] [] FTP server started
[ INFO] 2017-08-10 15:42:28,718 [] [10.10.10.10] CREATED
[ INFO] 2017-08-10 15:42:28,735 [] [10.10.10.10] OPENED
[ INFO] 2017-08-10 15:42:28,746 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-10 15:42:30,741 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-10 15:42:30,743 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-10 15:42:32,340 [123] [10.10.10.10] RECEIVED: PASS *****
[ INFO] 2017-08-10 15:42:32,340 [123] [10.10.10.10] Login success - 123
[ INFO] 2017-08-10 15:42:32,340 [123] [10.10.10.10] SENT: 230 User logged in, proceed.

[ INFO] 2017-08-10 15:42:32,409 [123] [10.10.10.10] RECEIVED: REST 100
[ INFO] 2017-08-10 15:42:32,409 [123] [10.10.10.10] SENT: 350 Restarting at 100. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 15:42:32,440 [123] [10.10.10.10] RECEIVED: REST 0
[ INFO] 2017-08-10 15:42:32,440 [123] [10.10.10.10] SENT: 350 Restarting at 0. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-10 15:42:49,355 [123] [10.10.10.10] RECEIVED: QUIT
[ INFO] 2017-08-10 15:42:49,371 [123] [10.10.10.10] SENT: 221 Goodbye.

[ INFO] 2017-08-10 15:42:49,371 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-16 12:10:34,526 [] [] FTP server started
[ INFO] 2017-08-16 12:20:27,027 [] [] FTP server started
[ INFO] 2017-08-16 12:24:52,703 [] [] FTP server started
[ INFO] 2017-08-16 12:28:47,667 [] [] FTP server started
[ INFO] 2017-08-16 12:28:51,826 [] [10.10.10.10] CREATED
[ INFO] 2017-08-16 12:28:51,947 [] [10.10.10.10] OPENED
[ INFO] 2017-08-16 12:28:52,003 [] [10.10.10.10] SENT: 220 Service ready for new user.

[ INFO] 2017-08-16 12:28:55,084 [] [10.10.10.10] RECEIVED: USER 123
[ INFO] 2017-08-16 12:28:55,156 [123] [10.10.10.10] SENT: 331 User name okay, need password for 123.

[ INFO] 2017-08-16 12:28:58,764 [123] [10.10.10.10] RECEIVED: PASS *****
[ INFO] 2017-08-16 12:28:58,849 [123] [10.10.10.10] Login success - 123
[ INFO] 2017-08-16 12:28:58,850 [123] [10.10.10.10] SENT: 230 User logged in, proceed.

[ INFO] 2017-08-16 12:28:58,884 [123] [10.10.10.10] RECEIVED: REST 100
[ INFO] 2017-08-16 12:28:58,892 [123] [10.10.10.10] SENT: 350 Restarting at 100. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-16 12:28:58,895 [123] [10.10.10.10] RECEIVED: REST 0
[ INFO] 2017-08-16 12:28:58,897 [123] [10.10.10.10] SENT: 350 Restarting at 0. Send STORE or RETRIEVE to initiate transfer.

[ INFO] 2017-08-16 12:29:01,792 [123] [10.10.10.10] RECEIVED: PORT 10,10,10,10,216,181
[ INFO] 2017-08-16 12:29:01,902 [123] [10.10.10.10] SENT: 200 Command PORT okay.

[ INFO] 2017-08-16 12:29:01,933 [123] [10.10.10.10] RECEIVED: LIST
[ INFO] 2017-08-16 12:29:01,966 [123] [10.10.10.10] SENT: 150 File status okay; about to open data connection.

[ INFO] 2017-08-16 12:29:01,966 [123] [10.10.10.10] SENT: 226 Closing data connection.

[ INFO] 2017-08-16 12:29:17,781 [123] [10.10.10.10] RECEIVED: SIZE ServerFtp.java
[ INFO] 2017-08-16 12:29:17,782 [123] [10.10.10.10] SENT: 213 11076

[ INFO] 2017-08-16 12:29:17,794 [123] [10.10.10.10] RECEIVED: PORT 10,10,10,10,198,103
[ INFO] 2017-08-16 12:29:17,795 [123] [10.10.10.10] SENT: 200 Command PORT okay.

[ INFO] 2017-08-16 12:29:17,823 [123] [10.10.10.10] RECEIVED: RETR ServerFtp.java
[ INFO] 2017-08-16 12:29:17,838 [123] [10.10.10.10] File downloaded /ServerFtp.java
[ INFO] 2017-08-16 12:29:17,838 [123] [10.10.10.10] SENT: 150 File status okay; about to open data connection.

[ INFO] 2017-08-16 12:29:17,839 [123] [10.10.10.10] SENT: 226 Transfer complete.

[ INFO] 2017-08-16 12:29:28,827 [123] [10.10.10.10] RECEIVED: QUIT
[ INFO] 2017-08-16 12:29:28,829 [123] [10.10.10.10] SENT: 221 Goodbye.

[ INFO] 2017-08-16 12:29:28,829 [123] [10.10.10.10] CLOSED
[ INFO] 2017-08-16 12:36:43,539 [] [] FTP server started
[ INFO] 2017-08-16 12:37:11,403 [] [10.10.10.10] CREATED
[ INFO] 2017-08-16 12:37:11,410 [] [10.10.10.10] OPENED
[ INFO] 2017-08-16 12:37:11,429 [] [10.10.10.10] SENT: 220 Service ready for new user.

